"flight_name","capacity","fuel","airline","manufacture_year","range_km","status"
"FL87513","306","67.66","Sanchez Group Airlines","2015","2979","Retiré"
"FL55982","188","43.01","Hernandez, Vang and Schwartz Airlines","2010","9118","Retiré"
"FL17751","357","98.91","Smith-Bailey Airlines","2006","12341","Actif"
"FL81744","155","70.21","King PLC Airlines","2007","4433","Retiré"
"FL60595","348","56.07","Brooks-Flores Airlines","2008","5182","Maintenance"
"FL53515","206","65.17","Johnson Inc Airlines","2019","14241","Retiré"
"FL29078","140","46.08","Mccarthy LLC Airlines","2005","12729","Retiré"
"FL34313","286","89.67","Mays, Zamora and Gregory Airlines","1991","9373","Actif"
"FL64639","305","80.09","Moore-Dean Airlines","2007","9861","Maintenance"
"FL30407","296","73.21","Porter and Sons Airlines","2019","2091","Actif"
"FL36663","238","90.6","Moore, Forbes and Mack Airlines","2003","13878","Retiré"
"FL00937","267","86.97","Wilson-Mcdonald Airlines","2004","3325","Maintenance"
"FL04755","166","71.69","Nguyen, Gallegos and Buckley Airlines","2025","3446","Actif"
"FL16409","183","53.93","Smith-Snow Airlines","2025","8668","Retiré"
"FL92934","182","37.2","Barrett, Griffin and Hudson Airlines","2010","2773","Actif"
"FL12578","134","39.17","Caldwell and Sons Airlines","2013","12438","Retiré"
"FL48683","383","62.91","Matthews, Pitts and Moreno Airlines","1993","11824","Actif"
"FL71424","353","15.86","Murray PLC Airlines","1994","3981","Actif"
"FL04968","231","33.24","Sellers-Dixon Airlines","2008","8683","Retiré"
"FL13209","177","19.62","Flynn-Mooney Airlines","2008","9521","Retiré"
"FL29606","194","37.0","Green-Clarke Airlines","2004","5076","Maintenance"
"FL30571","322","27.82","Harrison-Vasquez Airlines","2022","10497","Actif"
"FL75192","312","13.66","Ibarra Ltd Airlines","2009","6542","Actif"
"FL86661","362","97.17","Sawyer, Spencer and Whitehead Airlines","2011","9637","Retiré"
"FL13778","317","86.06","Trevino, Hanson and Burch Airlines","2008","7637","Maintenance"
"FL31189","283","30.88","Baldwin LLC Airlines","2010","13592","Retiré"
"FL57452","393","70.11","Hopkins, Lee and Marks Airlines","2001","10362","Retiré"
"FL21965","322","70.16","Woods, Hughes and Cline Airlines","2021","7604","Actif"
"FL91366","122","14.23","Spencer, Rivera and Miller Airlines","2022","6167","Actif"
"FL46557","234","18.78","Green, Gonzalez and Price Airlines","2020","6893","Maintenance"
"FL03167","231","51.89","Fernandez, West and Morgan Airlines","1994","2821","Maintenance"
"FL43663","146","85.52","Turner-King Airlines","2001","10240","Maintenance"
"FL76401","334","38.03","Brown Inc Airlines","2013","2441","Maintenance"
"FL00874","116","54.16","Parks-Nelson Airlines","2005","7661","Actif"
"FL92256","374","32.75","Jordan-Gardner Airlines","2003","10369","Actif"
"FL18119","232","64.76","Howard, Schneider and Henderson Airlines","2016","14710","Maintenance"
"FL53958","295","96.19","Mcpherson, Neal and Becker Airlines","2009","2102","Retiré"
"FL93707","208","31.2","Wong-Jones Airlines","1992","8845","Retiré"
"FL99849","162","59.8","Jordan and Sons Airlines","2018","3058","Maintenance"
"FL63024","143","37.11","Mcdonald-Hale Airlines","2011","9474","Actif"
"FL98450","141","35.06","Wheeler, Dixon and Gallagher Airlines","2019","2774","Retiré"
"FL08798","337","30.49","Santos PLC Airlines","2010","12464","Actif"
"FL23129","388","79.26","Cooley PLC Airlines","2016","9404","Actif"
"FL06425","234","86.28","Taylor-Daniels Airlines","1995","8613","Actif"
"FL53905","280","85.04","Alvarado Inc Airlines","2001","13145","Actif"
"FL13540","250","83.26","Adkins-Rivera Airlines","2021","8739","Maintenance"
"FL10957","106","94.96","Jenkins and Sons Airlines","2001","3233","Retiré"
"FL52130","374","48.74","Prince LLC Airlines","2014","8850","Actif"
"FL78475","189","85.74","Davenport, Pearson and Newman Airlines","2011","2521","Retiré"
"FL10340","241","66.1","Allen, Webster and Munoz Airlines","2007","13223","Maintenance"
"FL51548","190","28.75","Scott-Adams Airlines","1991","10209","Maintenance"
"FL84182","172","46.49","Jackson Group Airlines","2022","12389","Maintenance"
"FL39830","300","57.26","Cuevas Group Airlines","1993","3198","Actif"
"FL28645","384","81.81","Harper-Porter Airlines","1991","12227","Maintenance"
"FL51441","208","38.44","Stevens LLC Airlines","2024","8350","Maintenance"
"FL94136","369","51.01","Mayer PLC Airlines","2022","5922","Maintenance"
"FL82070","271","59.83","Rivas-Martinez Airlines","1999","2236","Retiré"
"FL23025","376","86.83","Love, Thomas and Perkins Airlines","2018","3853","Maintenance"
"FL20587","294","28.99","Howell, Gray and Martinez Airlines","1995","10222","Retiré"
"FL09512","385","70.52","Elliott, Livingston and Riddle Airlines","1993","8145","Retiré"
"FL67383","337","55.02","Lopez, Duncan and Francis Airlines","2008","8113","Actif"
"FL41882","377","84.07","Duncan LLC Airlines","2000","13173","Actif"
"FL62466","207","90.93","Rodriguez-Kelley Airlines","2016","3879","Retiré"
"FL66787","270","21.15","Franklin, Nicholson and Fry Airlines","1996","2994","Actif"
"FL08487","240","91.14","Roy, King and Powell Airlines","2018","3439","Actif"
"FL62407","208","61.11","Armstrong-Arnold Airlines","1991","8705","Retiré"
"FL59536","380","31.25","Moore Group Airlines","2011","9119","Actif"
"FL38865","174","85.54","Carlson-Turner Airlines","2014","9349","Maintenance"
"FL16810","163","19.02","Vaughn, Pena and Mueller Airlines","2015","6983","Maintenance"
"FL61629","366","39.02","Grant-Swanson Airlines","2002","2261","Maintenance"
"FL26520","355","49.65","Myers, Hughes and Baxter Airlines","2022","2059","Actif"
"FL30023","185","84.22","Carlson LLC Airlines","2024","11019","Maintenance"
"FL46759","128","91.32","Green LLC Airlines","2023","8100","Retiré"
"FL48836","107","25.57","Maxwell LLC Airlines","2013","13310","Maintenance"
"FL07929","145","14.5","Henderson LLC Airlines","1991","12904","Actif"
"FL05906","270","77.01","Tran LLC Airlines","2014","4320","Retiré"
"FL45354","129","60.15","Hull-Davis Airlines","2016","10442","Actif"
"FL98973","217","17.89","Adams Ltd Airlines","2005","8077","Actif"
"FL03105","363","94.04","Carson, Mitchell and Vaughan Airlines","1999","5772","Maintenance"
"FL35327","103","87.59","Carter LLC Airlines","2017","2827","Retiré"
"FL47675","100","98.83","Carpenter and Sons Airlines","2007","9360","Retiré"
"FL92892","123","81.04","Miller-Schmidt Airlines","2010","6995","Maintenance"
"FL15723","272","95.79","Morris, Brock and Morales Airlines","2021","12463","Retiré"
"FL02956","143","42.43","James Inc Airlines","2006","5682","Maintenance"
"FL74057","212","54.26","Perez Ltd Airlines","2017","11407","Actif"
"FL29289","128","87.97","Green and Sons Airlines","2011","14005","Actif"
"FL11453","242","37.96","Mendoza, Page and Sellers Airlines","2016","6460","Maintenance"
"FL62859","280","54.48","Edwards Group Airlines","2012","8908","Maintenance"
"FL84919","236","53.7","Turner Ltd Airlines","2003","7058","Actif"
"FL66334","309","39.69","Rogers-Reed Airlines","1999","6083","Actif"
"FL30212","105","24.25","Wilson-Robinson Airlines","2022","3808","Actif"
"FL73992","179","79.42","Huerta, Richardson and Wang Airlines","2025","10975","Maintenance"
"FL88702","228","19.56","Conner LLC Airlines","2025","14834","Maintenance"
"FL99139","292","60.98","Jones-Morales Airlines","2008","10881","Retiré"
"FL55742","188","90.57","Morgan-Galvan Airlines","2016","10549","Maintenance"
"FL34409","159","60.4","Long, Castillo and Hernandez Airlines","2017","2780","Maintenance"
"FL86130","181","87.88","Norris-Roman Airlines","2001","4868","Retiré"
"FL62261","200","99.36","Haynes, Keller and Johnson Airlines","2021","8718","Actif"
"FL82654","203","26.22","Cross Inc Airlines","1999","11308","Retiré"
"FL90944","229","98.13","Spence Inc Airlines","2017","14076","Maintenance"
"FL06401","254","58.3","Johnson, Price and Diaz Airlines","2001","12982","Maintenance"
"FL54914","370","78.11","Savage, Hansen and Thomas Airlines","2013","4821","Retiré"
"FL72067","230","97.45","Reeves-Mitchell Airlines","2012","11619","Maintenance"
"FL11864","387","95.12","Jimenez Inc Airlines","2010","14422","Maintenance"
"FL13447","104","65.26","Mann-Smith Airlines","1992","11534","Maintenance"
"FL58806","311","33.77","Fields, Johnson and Hale Airlines","2020","5388","Maintenance"
"FL50828","266","90.08","Sherman, Robinson and Cameron Airlines","2014","2282","Retiré"
"FL93157","345","85.63","Lewis and Sons Airlines","2005","10818","Maintenance"
"FL21104","106","58.01","Obrien-Howard Airlines","2008","6904","Retiré"
"FL22673","391","86.63","Martinez, Myers and Bartlett Airlines","2011","7660","Retiré"
"FL47402","334","19.85","Oconnor-Anthony Airlines","2005","9074","Retiré"
"FL04023","298","74.39","Mccarty, Todd and Key Airlines","2024","13898","Actif"
"FL87728","365","73.07","Edwards Inc Airlines","2022","5025","Maintenance"
"FL69647","298","16.8","Dunlap, Lewis and Mason Airlines","2022","6028","Actif"
"FL09633","285","28.9","Haas Ltd Airlines","2023","10543","Retiré"
"FL43984","293","20.74","Miller Ltd Airlines","2022","8831","Actif"
"FL13266","349","20.99","Floyd, Gonzales and Short Airlines","2017","5202","Maintenance"
"FL39472","321","58.84","Davila, Berg and Koch Airlines","2015","11797","Maintenance"
"FL07652","231","22.06","Barton-Cantrell Airlines","2013","3248","Maintenance"
"FL26912","154","24.15","Williams, Pope and Mack Airlines","1991","5154","Retiré"
"FL82566","152","19.34","Perkins Group Airlines","2002","11842","Maintenance"
"FL95584","288","79.32","Salazar, Johnson and Dixon Airlines","2016","11504","Retiré"
"FL42544","145","25.29","Jones, Fuentes and Montoya Airlines","1991","14511","Maintenance"
"FL97181","323","59.75","Cook-Jones Airlines","2008","10285","Maintenance"
"FL39614","133","19.72","Shields Ltd Airlines","2019","14875","Retiré"
"FL39909","239","66.12","Brooks and Sons Airlines","2017","8900","Actif"
"FL68010","280","47.23","Good-Kennedy Airlines","2013","10806","Maintenance"
"FL24964","101","13.22","Hayes, Smith and Rasmussen Airlines","2024","4444","Retiré"
"FL51881","319","93.07","Friedman, Ramirez and Joseph Airlines","2002","3391","Actif"
"FL19346","141","44.17","Haas-Johnson Airlines","2006","2468","Maintenance"
"FL63072","391","27.87","Malone-Miller Airlines","2004","5657","Actif"
"FL20611","243","69.86","Pruitt-Miranda Airlines","2002","8673","Retiré"
"FL70121","209","39.72","George-Wood Airlines","2021","5334","Maintenance"
"FL50518","127","23.05","Bridges, Edwards and Stone Airlines","2016","7283","Retiré"
"FL12238","132","56.05","Williams Group Airlines","2002","12841","Retiré"
"FL90017","358","92.95","Carlson-Brooks Airlines","2010","11503","Maintenance"
"FL64084","208","11.09","Boyd Ltd Airlines","1993","8923","Maintenance"
"FL40691","378","29.21","Brown-Bailey Airlines","2020","8526","Retiré"
"FL90537","340","76.79","Jones-Buckley Airlines","1995","6259","Retiré"
"FL76876","363","83.35","Bates, Graham and Spence Airlines","1991","7168","Retiré"
"FL25876","374","50.26","Schmidt, Tucker and Stewart Airlines","2016","2854","Maintenance"
"FL26531","344","79.72","Ingram, Bond and Larsen Airlines","2024","6830","Actif"
"FL69581","237","61.23","West, Haas and Leon Airlines","2019","11936","Actif"
"FL16255","396","39.21","Wright Group Airlines","2023","3460","Retiré"
"FL31228","140","68.01","Hall, Becker and Bentley Airlines","2019","2257","Maintenance"
"FL79676","279","74.83","Rice, Blackburn and Jones Airlines","1995","8845","Retiré"
"FL44792","164","22.63","Schneider, Miller and Preston Airlines","1993","5048","Retiré"
"FL35111","221","11.2","Barnes-Rivera Airlines","1990","13208","Retiré"
"FL60979","290","60.84","Smith LLC Airlines","2011","2279","Actif"
"FL69821","148","66.82","Martin, West and Jones Airlines","2006","2272","Retiré"
"FL44458","136","72.42","Maldonado, Arias and York Airlines","2016","14687","Maintenance"
"FL28112","380","75.69","Nelson-Patterson Airlines","2009","10494","Actif"
"FL04364","199","72.63","Jones Inc Airlines","2014","12661","Retiré"
"FL89983","222","26.16","Fitzgerald-Vargas Airlines","2003","10381","Maintenance"
"FL79930","175","37.79","Rodgers-Johnson Airlines","1990","13096","Maintenance"
"FL40861","230","99.72","Farmer-Williams Airlines","2013","3337","Maintenance"
"FL72478","377","75.64","Watson, Riddle and Conner Airlines","2005","6198","Actif"
"FL02309","172","74.86","Thomas Group Airlines","1999","10923","Maintenance"
"FL31221","216","72.69","Johnson-Sharp Airlines","2023","9402","Maintenance"
"FL58827","191","21.36","Blair Group Airlines","2004","6327","Maintenance"
"FL31169","335","68.34","Davis-Kennedy Airlines","2001","5180","Actif"
"FL86515","299","78.39","Lawrence, Gonzales and Johnson Airlines","2018","10637","Retiré"
"FL12516","205","70.97","Clark, Hart and Gonzalez Airlines","2025","13645","Retiré"
"FL59144","104","64.51","White and Sons Airlines","2021","9694","Actif"
"FL07678","300","83.45","Carpenter, Newton and Sanchez Airlines","2020","4878","Actif"
"FL46348","239","31.13","Jimenez-Anderson Airlines","2012","4125","Maintenance"
"FL65311","176","14.45","Drake-Thomas Airlines","2013","8579","Retiré"
"FL07808","156","92.85","Johnson, Gutierrez and Shepherd Airlines","1994","13794","Maintenance"
"FL96679","234","52.26","Brown-Cox Airlines","1999","8479","Actif"
"FL54335","149","97.81","Cisneros-Woods Airlines","2024","5002","Actif"
"FL57773","123","55.16","Mason-Pitts Airlines","2003","14510","Maintenance"
"FL81283","371","55.34","Haas-Schneider Airlines","2025","11713","Retiré"
"FL37838","293","34.39","James-Dominguez Airlines","2004","11816","Retiré"
"FL06970","124","48.83","Young Inc Airlines","1998","4037","Actif"
"FL76925","128","58.6","Howard-Scott Airlines","1992","5987","Maintenance"
"FL29472","266","37.43","Dyer-Thomas Airlines","2010","9932","Actif"
"FL59401","381","62.48","Smith LLC Airlines","2020","2920","Maintenance"
"FL20950","100","12.48","Taylor, Beltran and Palmer Airlines","1998","14683","Maintenance"
"FL17332","160","55.0","Ryan and Sons Airlines","2008","7309","Retiré"
"FL61326","399","63.86","Hamilton PLC Airlines","1992","8547","Retiré"
"FL07598","136","48.95","Morton, Wood and Miller Airlines","1991","8762","Retiré"
"FL80198","172","49.55","Watson, Smith and Glover Airlines","2017","11617","Maintenance"
"FL90696","135","68.16","Payne-Newman Airlines","1994","5818","Retiré"
"FL15744","133","25.16","Salas, Walker and Keller Airlines","2018","5254","Actif"
"FL49612","328","97.54","Webster LLC Airlines","2014","8876","Actif"
"FL10839","358","86.84","Prince-Johnson Airlines","2012","11795","Maintenance"
"FL98548","335","36.43","Moore and Sons Airlines","2016","8688","Actif"
"FL66111","104","46.4","Patel Ltd Airlines","2005","5364","Retiré"
"FL24867","180","68.79","Jordan Ltd Airlines","2007","7184","Actif"
"FL89041","278","98.58","Hart-Smith Airlines","2003","7079","Maintenance"
"FL40243","103","96.4","Foster, Clark and Johnson Airlines","2006","10646","Actif"
"FL00091","318","79.05","Burns, Davis and Smith Airlines","2017","12998","Retiré"
"FL49334","370","61.29","Bailey-Lopez Airlines","2021","12851","Retiré"
"FL59404","360","32.09","Santos PLC Airlines","1993","6411","Retiré"
"FL11099","235","17.14","Davis-Marshall Airlines","1994","3220","Maintenance"
"FL82916","371","64.4","Parker-Morgan Airlines","1993","12060","Actif"
"FL81290","262","70.32","Lopez-Ross Airlines","1990","11942","Actif"
"FL11619","197","44.66","Ross, Rivera and Moran Airlines","2017","2353","Actif"
"FL56867","316","56.92","Hines-Patrick Airlines","2023","12198","Retiré"
"FL03894","202","97.77","Hayes-Wood Airlines","1995","14870","Retiré"
"FL57736","364","86.67","Macdonald Inc Airlines","1993","12792","Retiré"
"FL35275","315","84.8","Gonzalez Ltd Airlines","2018","5668","Maintenance"
"FL45182","305","51.79","Flores-Cole Airlines","1990","11293","Actif"
"FL37322","228","52.35","Berger and Sons Airlines","2018","13909","Retiré"
"FL32680","338","32.87","Ross, Shaffer and Guerrero Airlines","1995","11098","Actif"
"FL18892","347","14.45","Hart, Santiago and Figueroa Airlines","2010","11558","Actif"
"FL88764","157","62.38","Snyder, Taylor and Rodgers Airlines","1998","2381","Maintenance"
"FL52139","395","66.53","Johnson-Little Airlines","2022","6886","Maintenance"
"FL24635","326","36.77","Pena-Bryan Airlines","2000","13162","Retiré"
"FL56414","343","46.91","Griffin, Chavez and Norman Airlines","2008","9066","Retiré"
"FL38447","164","47.11","Olsen, Cunningham and Strong Airlines","2020","4258","Actif"
"FL08444","362","64.08","Brown, Michael and Murphy Airlines","1993","12628","Actif"
"FL77209","282","61.32","Russell Inc Airlines","1996","13692","Maintenance"
"FL36289","140","30.64","Simpson-Haas Airlines","1997","2112","Maintenance"
"FL58749","363","46.91","Davis Group Airlines","2008","5477","Actif"
"FL89851","149","75.96","Grant Inc Airlines","1997","6769","Retiré"
"FL64587","347","41.31","Williams Group Airlines","1990","5067","Actif"
